Name	Control	Control	Control	Control	Control	Control	Control	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient	patient
LSMEM2	4.21151	4.32748	4.22369	4.27042	4.29464	4.04295	4.17055	4.45176	4.23926	4.46086	4.53144	4.49905	4.32188	4.09504	4.1390400000000005	4.13897	4.2457	4.32112	4.05619	4.37041	4.29446
CYB561D2	5.40715	5.3350800000000005	5.46497	5.4257800000000005	5.6131	5.3666599999999995	5.12324	5.26198	5.49961	5.08875	5.30365	5.27185	5.334890000000001	5.260730000000001	5.29545	5.06139	5.43021	5.41111	5.3205800000000005	5.39679	5.33408
RNA5SP131	1.3291	1.1949100000000001	1.20116	1.7644400000000002	1.3608200000000001	1.56934	1.12636	1.39031	1.5870600000000001	1.44615	1.35085	1.9554	1.19937	1.17811	1.3608200000000001	1.3143799999999999	1.29304	1.1542700000000001	1.3608200000000001	1.34219	1.37835
HEMK1	5.595330000000001	5.6172	5.32682	5.41858	5.66295	5.77339	5.33429	5.24403	5.58711	4.2229	5.24643	5.49376	5.33839	5.49621	4.72893	4.736280000000001	4.66709	5.49613	5.59525	4.98569	4.90422
MAPKAPK3	6.8936399999999995	6.89268	6.68898	6.6275699999999995	6.4825800000000005	6.73543	6.29985	6.46897	6.1965900000000005	6.6969899999999996	6.512519999999999	5.52391	6.903339999999999	6.30052	6.96126	6.64147	6.97492	6.95079	6.05234	7.0665	6.99224
DOCK3	3.21636	3.2707200000000003	3.19011	3.08219	3.24931	3.08219	3.08219	3.06003	3.00088	2.92092	3.08219	3.22987	3.17843	3.2279	2.9203200000000002	2.9607900000000003	2.8806	2.79854	3.05631	3.07461	2.90119
---	1.06225	1.25295	1.25295	1.4379899999999999	1.25295	1.20428	1.31015	1.25295	0.994432	1.95311	1.25295	1.25295	1.4524700000000001	1.2810700000000002	1.05119	1.25295	1.43858	1.1404	1.3693600000000001	1.0638100000000001	1.25295
MANF	6.33284	6.2329099999999995	6.25101	6.48754	6.3451900000000006	6.36736	6.4657599999999995	6.744860000000001	7.23548	6.44649	6.49785	7.52535	6.5456199999999995	7.1823	6.73592	6.58355	6.27569	6.65676	7.38795	6.3120400000000005	6.605239999999999
RBM15B	5.5882	5.4814300000000005	5.4922699999999995	5.79098	5.725569999999999	5.41573	5.4928	5.25954	5.557840000000001	5.41864	5.51152	5.49109	5.5692	5.47296	5.52572	5.43595	5.35377	5.73161	5.57359	5.44085	5.55337
RAD54L2	5.489269999999999	5.70279	5.49268	5.25379	5.42879	5.416869999999999	5.36329	4.94792	5.57636	4.64396	5.01545	4.67945	5.1803300000000005	5.41646	5.1478	4.83073	5.31292	5.28333	5.15832	5.086530000000001	5.04807
TEX264	5.51984	5.63086	5.70094	5.58067	5.5408	5.54945	5.49806	5.49483	5.51984	5.35535	5.42318	5.52914	5.37587	5.7299	5.51984	5.3868599999999995	5.31628	5.66628	5.48351	5.3868599999999995	5.54007
GRM2	3.42343	3.39121	3.1823	3.1949799999999997	3.19665	3.20685	3.19665	2.83449	3.0047	3.3957800000000002	3.1463400000000004	2.99995	3.18699	2.89583	3.1194900000000003	3.53875	3.2900400000000003	3.4183800000000004	3.31995	3.3421	3.44655
IQCF2	1.07144	1.03566	1.1394	1.03884	1.18373	1.05913	1.13352	1.05952	1.0320799999999999	0.93574	0.820174	0.911869	1.08231	0.997782	1.03884	0.88846	0.771465	1.4164299999999999	0.9391229999999999	1.2636	1.06093
RN7SL504P	2.13532	2.62909	1.9997200000000002	2.00818	1.7644400000000002	1.43333	2.06894	1.67187	1.6900099999999998	2.53611	1.7261099999999998	2.4081599999999996	1.8581599999999998	1.78436	2.04915	2.38593	2.1329	1.9685599999999999	2.37613	1.9452900000000002	1.9899099999999998
PARP3	4.05031	4.16096	4.01227	3.9861199999999997	3.98064	4.25579	4.25039	3.88936	4.27653	3.3011800000000004	4.0174	3.9342699999999997	3.8895	3.78271	3.62802	3.61689	3.6137300000000003	3.96549	3.9066699999999996	4.02689	3.9898800000000003
GPR62	5.2465	5.2452	5.070469999999999	5.47431	5.092230000000001	5.29976	5.15367	5.083819999999999	5.00713	5.39569	5.1901	5.3853	4.95366	4.7586900000000005	4.83064	5.23766	5.19688	5.22069	4.9412199999999995	5.24179	5.20273
ABHD14A	5.31895	4.85755	5.05497	5.00929	5.27922	5.11934	5.11156	4.82189	5.2106	5.18832	4.7553	5.4902	4.529	5.4155	4.87418	4.7177	4.866230000000001	4.99368	5.17058	5.02382	4.95627
ACY1	4.39047	4.32969	4.69988	4.5098400000000005	4.42972	4.69383	4.31393	4.29675	4.25761	4.1445	4.28258	4.73741	4.43469	4.05544	4.29455	4.28911	4.44165	4.38746	4.4063300000000005	4.40315	4.44605
ALAS1	6.45072	6.43067	6.50484	6.43222	6.40822	6.41629	6.6193800000000005	7.40659	6.947080000000001	7.1134699999999995	7.40488	6.25911	6.96167	6.8229	7.325710000000001	7.099489999999999	7.618510000000001	7.0683300000000004	6.84432	7.39302	7.20322
PPM1M	6.2558	6.3006400000000005	6.270519999999999	6.20705	6.0644	5.98683	6.01401	7.271719999999999	6.2217199999999995	6.68625	7.59095	5.4873400000000006	6.97576	6.00565	7.46506	6.37852	6.85916	6.24489	6.28465	6.45479	6.39964
GLYCTK	5.615530000000001	5.5583800000000005	5.7376	5.69139	5.54376	5.6182099999999995	5.5365400000000005	5.54246	5.61819	5.3163800000000005	5.5583800000000005	5.4573599999999995	5.48035	5.11817	5.88247	5.429119999999999	5.6704	5.554790000000001	5.417730000000001	5.714580000000001	5.47283
DNAH1	5.535769999999999	5.33664	5.36097	5.20142	5.43877	5.256469999999999	5.3696	5.16326	5.29237	4.89785	4.96517	4.6910300000000005	5.362019999999999	4.85977	5.27325	4.98249	5.6864300000000005	5.2752099999999995	5.0296	5.09636	5.1984900000000005
PHF7	3.2781599999999997	3.62901	3.21081	3.63911	3.4334300000000004	3.28948	3.45549	3.63576	3.48311	3.46081	3.3753300000000004	3.5218300000000005	3.16601	3.09721	3.13682	2.9461	3.48472	3.4447699999999997	3.02101	3.6600599999999996	3.34513
NISCH	6.32259	6.47317	6.47981	6.06349	6.36776	6.472090000000001	6.2362400000000004	6.16282	6.40825	5.6908199999999995	6.01821	5.86972	6.08767	6.347230000000001	6.22253	6.13341	6.22732	6.21421	5.94578	6.04537	6.24354
STAB1	5.23681	5.41339	4.99685	4.83789	5.01976	5.27695	5.07854	5.325130000000001	5.44974	5.483	4.39803	4.38402	5.95898	5.947830000000001	5.599069999999999	5.53637	6.07576	5.347090000000001	3.9193300000000004	5.37939	6.15754
SMIM4	4.03145	4.38408	4.19511	4.11828	4.372669999999999	4.15309	4.0944	3.87678	4.13614	3.6133699999999997	4.118040000000001	4.43354	3.9148	4.56657	4.07578	3.97093	4.3773	3.83828	3.8374099999999998	3.8515800000000002	4.18709
GNL3	4.41943	4.586880000000001	4.56011	4.2518	4.90333	4.9227099999999995	4.695819999999999	4.47556	6.14887	3.07934	4.56078	5.84647	4.60364	6.524	4.6289	4.20606	4.0075199999999995	4.62475	5.8684199999999995	4.5487400000000004	4.67
SPCS1	7.74303	7.59709	7.646910000000001	7.2328	7.51423	7.37696	7.40102	7.70114	8.30332	7.0617399999999995	7.37737	8.35706	7.81305	8.36471	7.97081	7.355410000000001	7.452369999999999	7.854839999999999	8.01937	7.763789999999999	7.9817100000000005
ITIH1	2.82421	2.81687	2.77165	3.2118599999999997	2.80146	2.6774400000000003	2.9597900000000004	2.82326	2.76801	3.00517	2.82326	2.96169	2.7570799999999998	2.44421	2.84346	2.82326	2.86369	2.6997	2.61613	2.74958	2.87236
ITIH3	2.87351	2.77296	2.6699599999999997	3.0411900000000003	2.6347400000000003	2.77124	2.9134900000000004	2.85333	2.3458900000000003	2.76231	2.77093	2.83938	2.6872700000000003	2.76782	2.6472599999999997	2.77996	2.8647400000000003	2.77996	2.9403099999999998	2.77996	2.8380099999999997
PRKCD	8.45052	8.590069999999999	8.61633	8.292769999999999	7.944089999999999	7.9298399999999996	8.06292	9.20791	8.75243	8.80718	9.11031	6.82908	9.141210000000001	8.570689999999999	9.3317	8.938830000000001	9.238610000000001	8.40654	8.007660000000001	8.581010000000001	9.09361
---	1.6295	1.65524	1.7172	1.48905	1.7644400000000002	1.7644400000000002	1.4270200000000002	1.60866	1.74489	1.6622400000000002	1.94819	2.19476	1.7644400000000002	1.7644400000000002	1.30039	1.6631799999999999	1.81275	1.60958	2.09753	2.20708	2.44149
CACNA1D	3.07461	3.07461	3.05896	3.10704	2.92939	3.01364	3.07461	2.63272	2.91648	3.13363	2.8915900000000003	2.79814	3.34706	2.61092	3.10704	3.4319	3.4283099999999997	3.37114	2.81907	3.3675	3.30821
IL17RB	1.57629	1.36917	1.51476	1.66057	1.51165	1.55754	1.55754	1.50708	1.39438	1.55754	1.4509	1.55754	1.4426	1.4814	1.7305099999999998	1.60984	1.8357700000000001	1.71984	1.55754	1.6062	1.54082
CACNA2D3	3.08506	2.6601	2.54173	3.07218	2.70173	2.95112	2.71454	2.42646	2.38076	2.64767	2.6601	2.87878	2.6601	2.42961	2.26968	2.70709	2.6601	2.8585599999999998	2.42276	2.72505	2.6490400000000003
RN7SKP45	2.00015	1.9847299999999999	2.21465	1.9847299999999999	1.74338	2.01802	1.91628	1.79119	1.89353	2.8864799999999997	2.01802	2.2692900000000003	2.11964	1.97052	1.7687700000000002	1.88347	1.81275	1.98135	1.8096400000000001	2.1488099999999997	2.04677
RNA5SP133	5.222230000000001	4.89232	5.14521	5.34143	5.377759999999999	5.242999999999999	5.14521	4.9762	4.90384	5.50444	5.4404	4.95614	5.0663	5.14521	5.0069300000000005	4.81553	5.19378	5.04455	4.071269999999999	5.441269999999999	5.22813
CCDC66	3.0032	2.99475	3.41374	3.3557099999999997	3.64489	3.52501	3.38021	2.69124	3.19486	2.68174	3.10756	3.2559400000000003	2.64078	3.62689	2.75878	2.70648	2.50653	3.2012400000000003	3.3042800000000003	2.56343	2.57638
SPATA12	1.8256299999999999	1.7203099999999998	1.6943700000000002	1.9163299999999999	1.71555	1.72823	1.6837	1.55657	1.43212	1.7825900000000001	1.7902	1.7580900000000002	1.9090900000000002	1.29126	1.93087	1.71555	1.81275	1.80738	1.6498099999999998	1.71555	1.50658
APPL1	6.6403300000000005	6.93127	6.77842	6.7518	6.81962	6.873819999999999	6.990989999999999	7.295319999999999	7.01743	5.9341800000000005	6.92259	6.53722	6.839519999999999	7.2518	7.02545	6.89462	6.71692	6.83807	6.62909	7.08942	6.89032
RNU6-483P	1.86904	1.43761	1.17954	1.2847899999999999	1.3142	1.46131	0.9816450000000001	1.3142	1.31897	1.54566	1.25295	1.25502	0.9318049999999999	1.22864	1.20777	1.18459	1.32405	1.3016	1.27142	1.2537399999999999	1.15501
PDE12	4.6257	4.53193	4.40752	4.49432	4.64841	4.3967	4.44644	4.26317	4.79736	4.184740000000001	4.4582	4.65149	4.182169999999999	4.90623	4.47355	4.1490800000000005	3.8535199999999996	4.515569999999999	5.0052900000000005	4.48321	4.23573
RNU6ATAC26P	2.10168	1.8937599999999999	1.83093	2.33238	1.75427	2.20814	1.61837	1.61091	1.62982	1.9698900000000001	1.8937599999999999	1.97715	2.0148200000000003	1.8937599999999999	1.61576	2.18592	1.8952099999999998	1.9847299999999999	1.5992600000000001	2.0634900000000003	1.77735
SLMAP	6.32448	6.3730400000000005	6.21551	6.39228	6.37312	6.21018	6.33076	6.84513	6.5532900000000005	6.29784	6.779739999999999	5.47879	6.63503	6.6444399999999995	6.62529	6.550009999999999	6.40156	6.12352	6.36892	6.19665	6.24191
FLNB	5.5801099999999995	5.2992300000000006	5.5725	5.3177900000000005	5.35346	5.738119999999999	5.42328	5.3215699999999995	5.25823	4.50413	5.643669999999999	5.07332	5.00999	5.30478	5.5126800000000005	4.9234599999999995	5.2249	5.45604	5.37018	4.8596699999999995	5.07679
ABHD6	4.80012	5.44572	5.23013	5.10763	5.17525	4.97751	5.03861	4.72577	4.8806	4.60635	4.34128	4.71791	4.62434	4.8806	4.47541	4.7289	4.86246	4.91856	5.21686	4.62522	4.8806
RPP14	5.39305	5.53691	5.43346	5.3583099999999995	5.5321	5.40736	5.43838	5.33812	5.91671	5.08453	5.84331	5.4618400000000005	5.48982	5.94359	5.70116	5.53691	4.91755	5.55443	5.769080000000001	5.38807	5.53691
PXK	6.83973	7.150010000000001	6.97808	6.82949	6.66493	6.9321399999999995	6.93353	7.89352	7.14902	7.92065	8.02283	6.80434	7.94481	7.235580000000001	7.705360000000001	7.652710000000001	7.81585	7.01478	7.4228	7.4333800000000005	7.3021199999999995
KCTD6	5.28616	5.30631	5.28487	5.22382	5.61742	5.49135	5.59658	4.71189	5.23264	5.18153	4.64737	5.42985	5.1534	5.75913	4.80719	5.29363	5.16427	5.4253599999999995	5.21115	5.30631	5.632709999999999
PTPRG	2.6668	2.1449599999999998	2.39289	2.50475	2.39289	2.57077	2.63658	2.3248	2.3626	2.464	2.28934	2.41695	2.36553	2.39289	2.39289	2.39289	2.53595	2.36553	2.69129	2.7898	2.3895299999999997
C3orf14	1.47933	1.56987	1.49521	1.20088	1.28565	1.35451	1.35427	1.46828	1.7901799999999999	1.08476	1.729	1.83982	1.36989	1.62821	1.7644400000000002	1.78479	1.46828	1.46828	1.8819	1.18668	1.28014
RNU6-139P	1.62904	1.8097299999999998	1.90847	1.7181799999999998	1.7914400000000001	1.5205899999999999	1.7642200000000001	1.8585599999999998	1.83285	2.4634	1.84338	2.00737	1.60986	1.8075299999999999	1.50889	1.86779	1.9955900000000002	1.9499	2.16447	2.05543	1.8253599999999999
SYNPR	1.89218	1.4392399999999999	1.40842	1.65314	1.4092	1.6794	1.60204	1.55036	1.56272	1.6796799999999998	1.53144	1.8683299999999998	2.00326	1.4422	1.47407	1.4787	1.61171	1.34331	1.52064	1.4369100000000001	1.33477
SNTN	1.15398	0.857864	1.20916	0.818919	0.909267	0.771471	0.785898	0.9319639999999999	0.99974	1.14534	0.8688629999999999	0.818919	0.909267	0.8816459999999999	0.834624	1.0202	0.784488	1.04227	0.8661030000000001	1.20046	1.00811
C3orf49	1.94575	1.7084	2.35663	2.03504	1.92587	2.20361	1.9815599999999998	1.9781099999999998	1.8865299999999998	2.26035	2.3629599999999997	1.9935599999999998	1.8352700000000002	1.9715200000000002	1.7833700000000001	1.88825	2.0957	1.9847299999999999	1.75337	2.03107	1.9929
ATXN7	7.78978	7.929289999999999	8.24162	7.619689999999999	7.919160000000001	7.80145	7.83045	8.29124	7.9214199999999995	7.7407699999999995	7.880730000000001	6.77988	7.80138	7.4900199999999995	7.683489999999999	7.427410000000001	8.185139999999999	7.5033	7.2324600000000006	7.200410000000001	7.555810000000001
RNU6-739P	1.5800100000000001	1.10958	1.3447	1.20899	1.1826	1.12517	1.2213200000000002	1.1285100000000001	1.49234	1.3998700000000002	1.22656	1.4035	1.09927	1.13958	0.8637940000000001	1.24271	1.29552	1.24271	1.26091	1.47859	1.28226
SLC25A26	5.6753	5.68635	5.64409	5.28067	5.97801	5.3848199999999995	5.48185	4.58102	5.48949	4.07572	5.07444	5.47688	4.99012	5.23477	4.43014	4.50816	4.357	5.25635	5.232069999999999	4.40055	5.13546
RN7SL482P	4.44042	4.5441199999999995	4.5528900000000005	4.88622	4.866169999999999	4.44042	4.86543	3.8647	4.3280199999999995	4.5010900000000005	4.2420599999999995	4.44042	4.50058	3.9912900000000002	4.29796	4.44042	4.36797	4.57828	3.9238800000000005	3.9108199999999997	4.44042
KBTBD8	3.20265	2.9715599999999998	3.34041	3.49252	3.01154	3.39074	3.3242199999999995	3.1245	3.6225699999999996	2.99442	3.24837	4.3175	2.74493	4.43417	3.3939	3.17508	2.82504	2.9104900000000002	4.1478	3.61211	3.02007
FAM19A1	2.81494	2.1284400000000003	2.28684	2.66236	2.28684	2.28684	2.62527	1.8723299999999998	2.4664	2.28684	1.9697200000000001	2.9578	1.8723299999999998	2.80004	2.04902	1.7036	1.8723299999999998	3.13567	2.16957	1.8723299999999998	2.44677
PSMC1	6.5506400000000005	6.55779	6.75655	6.60323	6.583360000000001	6.70707	6.90295	7.14088	7.24943	6.65873	7.39233	7.04325	6.974939999999999	7.298960000000001	7.31054	7.12297	6.85716	6.90125	7.0914	6.942069999999999	6.914
ARL6IP5	8.56289	8.57352	8.64285	8.60516	8.68017	8.84746	8.90479	8.18492	8.46343	8.722669999999999	8.71078	8.422989999999999	9.09441	8.87848	8.81564	8.98823	8.69929	8.781089999999999	9.38192	8.51539	8.97485
---	3.6184	3.92625	3.6184	3.63231	3.59534	3.89209	3.62189	3.6402	3.6184	3.9101199999999996	3.8290800000000003	3.6184	3.78536	3.43664	3.3049699999999995	3.60786	3.6184	3.63406	3.3040199999999995	3.76764	3.46895
MITF	3.3145599999999997	3.57006	3.48803	3.48803	3.49475	3.38595	3.1063400000000003	3.7551699999999997	3.2286799999999998	3.80361	3.49664	3.2806699999999998	3.7874199999999996	3.02053	3.1713	3.6099699999999997	3.9350300000000002	3.8606300000000005	3.40805	3.6153800000000005	3.8393900000000003
RNU6-281P	0.987972	0.820941	0.880733	1.29904	0.976917	0.976917	0.701833	0.820941	0.728055	1.12863	1.1636799999999998	0.988772	0.976917	1.12863	0.882821	1.0230700000000001	0.9996139999999999	0.825202	1.04619	1.01969	0.9508530000000001
GPR27	7.71466	7.73653	7.26302	7.684410000000001	7.61722	7.5268	7.49308	8.47697	7.91122	8.3568	7.86483	7.53443	8.07665	7.6688600000000005	7.99188	7.743939999999999	8.13905	7.6336	7.1696800000000005	7.63651	8.07725
RN7SL271P	4.145580000000001	4.1378	3.53271	4.243119999999999	4.31848	3.84018	4.165109999999999	3.90216	4.6534	4.7308	4.45226	4.6046	4.80764	3.5780800000000004	4.165109999999999	4.2679800000000006	4.3413900000000005	3.6336699999999995	3.7779	3.9281599999999997	4.17106
RNU1-62P	1.0465799999999998	1.6725700000000001	1.3501299999999998	1.1675	1.09665	1.2537399999999999	1.16956	1.34928	0.878365	1.29339	1.07985	1.26789	1.12021	0.7678119999999999	0.777037	1.03027	1.0199799999999999	1.15133	0.878365	1.3501299999999998	1.2103
GXYLT2	1.8058599999999998	1.49682	1.6454900000000001	1.50601	1.6696	1.8654700000000002	1.6800099999999998	1.65045	1.6633099999999998	2.32386	1.6727599999999998	1.76528	1.49783	1.55063	1.62389	1.5097	2.20091	1.5628	1.39676	2.85087	1.74711
PPP4R2	6.39234	6.21635	6.524380000000001	6.34539	6.32662	6.15568	6.625210000000001	7.625489999999999	7.20033	7.2795	7.89467	6.50349	7.739319999999999	7.14231	7.106739999999999	7.20915	7.02125	6.7187600000000005	7.239839999999999	6.90222	6.77522
EBLN2	4.0936	4.08594	4.24265	3.90446	4.49726	4.2160400000000005	4.5259	5.1151599999999995	4.61599	4.75836	4.95162	3.5205599999999997	5.23145	4.1798	4.87178	4.8122300000000005	5.15318	3.96081	4.231669999999999	4.66651	4.83589
---	1.19426	0.9489040000000001	1.01194	0.9915370000000001	0.967756	0.922908	0.764441	1.02893	1.1924700000000001	1.31795	1.0266600000000001	1.37804	1.14953	1.1527	1.0607	1.12276	1.08188	1.26365	1.2369700000000001	1.08188	1.3821
RNU2-64P	1.19426	1.30451	1.5172700000000001	1.3362399999999999	1.16182	1.31354	1.30168	1.37363	1.1304	1.73059	1.26137	1.31354	1.4263299999999999	1.3362399999999999	1.43261	1.20179	1.3518	1.50114	1.04456	1.6646	1.3362399999999999
HSP90AB5P	1.54274	1.62461	1.47159	1.6548200000000002	1.4823899999999999	1.85454	1.62461	1.54718	1.61119	1.7281799999999998	1.62461	2.09833	1.72439	1.7761200000000001	1.62461	1.8123799999999999	1.5838700000000001	1.62461	1.62461	1.60743	1.7014900000000002
---	0.985914	0.847411	0.8001739999999999	1.08188	0.751337	0.8001739999999999	0.748346	0.778176	0.675723	0.658752	0.8801469999999999	0.755479	0.871403	0.757397	0.757397	0.9439709999999999	0.836199	0.6687069999999999	0.8964690000000001	0.986786	0.951889
HNRNPA3	8.47118	8.72424	8.63909	8.387030000000001	8.68313	8.60639	8.714189999999999	8.2359	8.89364	7.6966399999999995	8.43167	8.4158	8.27634	8.94856	8.35094	8.37549	7.87431	8.57244	8.80609	8.27927	8.36571
FRG2C	1.39658	1.16921	1.26457	1.61334	1.1507100000000001	1.23381	1.5455	1.63604	1.3406	1.32954	1.25295	1.61334	1.4309399999999999	1.12309	1.24536	1.35934	1.47708	1.4724	1.4309399999999999	1.38926	1.32954
DUX4L26	7.11671	6.41155	6.50309	6.643089999999999	6.61798	6.8057	6.73906	6.17004	6.26465	6.782489999999999	6.5618	7.506710000000001	6.35308	6.54629	6.25062	6.4863599999999995	6.81807	6.98336	6.644880000000001	6.63045	7.0671
ROBO2	2.5048	2.23887	2.31399	2.0051400000000004	2.31487	2.13342	2.1120200000000002	1.96042	2.1286400000000003	2.1459599999999996	2.10817	2.2656099999999997	2.23185	2.15299	2.22646	2.14906	2.2005	2.36551	2.43085	2.16181	2.0683700000000003
RNU6-386P	3.4684800000000005	3.57082	3.0670900000000003	3.1581099999999998	3.32789	3.57186	3.3952	3.2909300000000004	3.1829	3.16013	3.1926400000000004	3.26954	3.15452	3.2260299999999997	3.2260299999999997	3.4864900000000003	3.2094400000000003	3.38135	3.2488900000000003	3.24991	3.1661099999999998
RN7SL647P	2.8872	2.9160000000000004	3.5571099999999998	3.30415	2.91085	3.30415	3.07642	3.3979199999999996	2.9946599999999997	3.28169	3.01247	2.98985	3.06093	3.27809	3.07634	3.0291799999999998	2.96065	3.07634	2.51614	3.14941	3.07634
RN7SKP61	2.20954	2.0167200000000003	2.1180000000000003	1.9018400000000002	2.19368	2.19368	2.25085	2.3675599999999997	2.1893	2.30862	2.3647400000000003	2.1143	2.31282	1.7489299999999999	2.1419	2.19368	2.47973	2.44525	1.90861	2.19368	2.60583
RNU2-28P	0.948559	0.8727860000000001	0.857801	0.732849	0.881589	0.90327	0.758174	0.910487	1.0217	0.499433	0.778799	0.971195	0.899264	1.07514	0.765495	0.939485	0.885272	0.838443	1.0992600000000001	0.8456629999999999	1.07514
CADM2	1.62219	1.6578099999999998	1.69068	1.97777	1.7821799999999999	1.58845	1.72403	1.5933700000000002	1.53667	1.95291	1.6833900000000002	1.99383	1.9439099999999998	1.60015	1.8230000000000002	1.56828	1.59774	1.7072599999999998	1.9409299999999998	2.10046	1.96022
RNU6-1129P	0.75029	0.692908	0.681852	0.73325	0.713384	0.701529	0.5164890000000001	0.8599959999999999	0.9277709999999999	0.701529	0.675372	0.886569	0.5283439999999999	0.5909770000000001	0.654285	0.49395600000000006	0.701529	0.7744810000000001	0.701529	0.851403	0.687321
RN7SKP284	2.0137099999999997	1.74367	1.74367	2.29892	1.68595	1.36922	1.75478	1.55013	1.74367	1.74367	1.65602	1.7505	1.9847299999999999	1.6949	1.7461	1.74367	1.81275	1.9112200000000001	1.63826	1.52642	1.40949
CHMP2B	5.78032	5.87366	5.83259	6.07333	5.86981	5.81734	5.91554	7.01222	6.1205099999999995	6.116219999999999	7.12475	5.7677	6.205830000000001	6.08584	6.864719999999999	6.5292699999999995	6.05293	5.67662	5.83363	5.99164	5.92625
RNU6ATAC6P	1.13949	1.07236	0.842485	1.06816	1.08358	0.701529	0.913899	0.8226690000000001	0.692508	1.2742799999999999	0.691172	0.855176	0.8502540000000001	0.706882	0.827426	0.9208649999999999	0.9261809999999999	1.0108700000000002	0.59805	0.973405	1.02918
